Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,TPE,FPE,LS_AVG_TPE,LS_AVG_FPE
SPG,Simon Property Group,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",12.011895,11.712254,66.34380564788736,27.87122222222222
SPGI,S&P Global,reports,Financials,Financial Exchanges & Data,"New York City, New York",27.606012,19.350206,66.34380564788736,27.87122222222222
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",27.628483,17.49804,66.34380564788736,27.87122222222222
STE,Steris,reports,Health Care,Health Care Equipment,"Dublin, Ireland",17.968807,13.965368,26.421144119999997,18.5769194
STT,State Street Corporation,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",21.80669,9.95717,26.421144119999997,18.5769194
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",45.08914,14.719577,66.34380564788736,27.87122222222222
STZ,Constellation Brands,reports,Consumer Staples,Distillers & Vintners,"Victor, New York",0,12.877904,2434.2089754,16.517298605555553
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",32.513428,19.980198,26.421144119999997,18.5769194
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",41.9443,35.828194,66.34380564788736,27.87122222222222
SYF,Synchrony Financial,reports,Financials,Consumer Finance,"Stamford, Connecticut",42.732086,20.81487,26.421144119999997,18.5769194
SYK,Stryker Corporation,reports,Health Care,Health Care Equipment,"Kalamazoo, Michigan",16.815125,13.955678,26.421144119999997,18.5769194
SYY,Sysco,reports,Consumer Staples,Food Distributors,"Houston, Texas",0,23.932583,26.421144119999997,18.5769194
T,AT&T,reports,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",15.704124,11.621053,68.48093710612245,30.882851198387105
TAP,Molson Coors Beverage Company,reports,Consumer Staples,Brewers,"Chicago, Illinois",42.524082,37.97654,34.929841825,24.91659297794117
TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,"Cleveland, Ohio",9.115157,42.215687,73.30172103999999,100.46090139285717
TDY,Teledyne Technologies,reports,Industrials,Aerospace & Defense,"Thousand Oaks, California",22.058443,10.654872,26.421144119999997,18.5769194
TECH,Bio-Techne,reports,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",0,15.440329,68.48093710612245,30.882851198387105
TEL,TE Connectivity,reports,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",28.682314,23.901033,26.421144119999997,18.5769194
TER,Teradyne,reports,Information Technology,Semiconductor Equipment,"North Reading, Massachusetts",19.318937,13.845239,26.421144119999997,18.5769194
TFC,Truist Financial,reports,Financials,Regional Banks,"Charlotte, North Carolina",47.442924,85.69072,73.30172103999999,100.46090139285717
TFX,Teleflex,reports,Health Care,Health Care Equipment,"Wayne, Pennsylvania",0,34.44065,26.421144119999997,18.5769194
TGT,Target Corporation,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",22.394749,11.164197,26.421144119999997,18.5769194
TJX,TJX Companies,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",27.717407,22.771334,26.421144119999997,18.5769194
TMO,Thermo Fisher Scientific,reports,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",32.905144,27.877062,26.421144119999997,18.5769194
TMUS,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",28.323635,11.12296,26.421144119999997,18.5769194
TPR,Tapestry,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",34.727272,41.52174,26.421144119999997,18.5769194
TRMB,Trimble,reports,Information Technology,Electronic Equipment & Instruments,"Sunnyvale, California",39.17686,69.83489,73.30172103999999,100.46090139285717
TROW,T. Rowe Price,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",13.659529,7.0668387,26.421144119999997,18.5769194
TRV,The Travelers Companies,reports,Financials,Property & Casualty Insurance,"New York City, New York",20.092855,20.402859,73.30172103999999,100.46090139285717
TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",28.765457,16.169281,26.421144119999997,18.5769194
TSLA,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",17.534927,15.22372,26.421144119999997,18.5769194
TSN,Tyson Foods,reports,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",52.91499,47.499096,73.30172103999999,100.46090139285717
TT,Trane Technologies,reports,Industrials,Building Products,"Dublin, Ireland",0,11.019397,26.421144119999997,18.5769194
TTWO,Take-Two Interactive,reports,Communication Services,Interactive Home Entertainment,"New York City, New York",16.191498,15.974876,26.421144119999997,18.5769194
TWTR,Twitter,reports,Communication Services,Interactive Media & Services,"San Francisco, California",0,921.8334,73.30172103999999,100.46090139285717
TXN,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",53.69312,26.67179,26.421144119999997,18.5769194
TXT,Textron,reports,Industrials,Aerospace & Defense,"Providence, Rhode Island",37.083763,27.295908,26.421144119999997,18.5769194
TYL,Tyler Technologies,reports,Information Technology,Application Software,"Plano, Texas",82.56343,72.592316,73.30172103999999,100.46090139285717
UA,Under Armour (Class C),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",37.984283,36.81457,73.30172103999999,100.46090139285717
UAA,Under Armour (Class A),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",39.158974,22.475805,73.30172103999999,100.46090139285717
UAL,United Airlines,reports,Industrials,Airlines,"Chicago, Illinois",268.15384,93.28733,73.30172103999999,100.46090139285717
UDR,UDR,reports,Real Estate,Residential REITs,"Highlands Ranch, Colorado",0,88.34694,73.30172103999999,100.46090139285717
UHS,Universal Health Services,reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",78.48347,45.88667,73.30172103999999,100.46090139285717
ULTA,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",28.955359,58.73171,73.30172103999999,100.46090139285717
UNH,UnitedHealth Group,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",37.793488,37.13,73.30172103999999,100.46090139285717
UNP,Union Pacific,reports,Industrials,Railroads,"Omaha, Nebraska",51.100727,65.613335,73.30172103999999,100.46090139285717
UPS,United Parcel Service,reports,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",74.5247,71.43787,73.30172103999999,100.46090139285717
URI,United Rentals,reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",36.923187,26.67175,73.30172103999999,100.46090139285717
USB,U.S. Bancorp,reports,Financials,Diversified Banks,"Minneapolis, Minnesota",37.073174,30.825178,73.30172103999999,100.46090139285717
V,Visa,reports,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",50.282494,75.92774,73.30172103999999,100.46090139285717
VFC,VF Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",44.230137,36.725246,73.30172103999999,100.46090139285717
VIAC,ViacomCBS,reports,Communication Services,Movies & Entertainment,"New York City, New York",46.779472,93.19102,73.30172103999999,100.46090139285717
VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",68.36439,39.54491,73.30172103999999,100.46090139285717
VMC,Vulcan Materials,reports,Materials,Construction Materials,"Birmingham, Alabama",23.565483,20.76528,27.763086719999997,17.962901632142856
VNO,Vornado Realty Trust,reports,Real Estate,Office REITs,"New York City, New York",272.14285,355.59998,73.30172103999999,100.46090139285717
VRSK,Verisk Analytics,reports,Industrials,Research & Consulting Services,"Jersey City, New Jersey",90.66581,85.313255,73.30172103999999,100.46090139285717
VRSN,Verisign,reports,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",81.964195,54.686302,73.30172103999999,100.46090139285717
VRTX,Vertex Pharmaceuticals,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",167.14662,83.86784,73.30172103999999,100.46090139285717
VTR,Ventas,reports,Real Estate,Health Care REITs,"Chicago, Illinois",69.50964,58.95327,73.30172103999999,100.46090139285717
VTRS,Viatris,reports,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",0,91.80555,73.30172103999999,100.46090139285717
VZ,Verizon Communications,reports,Communication Services,Integrated Telecommunication Services,"New York City, New York",0,,73.30172103999999,100.46090139285717
WAB,Wabtec,reports,Industrials,Construction Machinery & Heavy Trucks,"Pittsburgh, Pennsylvania",58.414776,18.424772,27.763086719999997,17.962901632142856
WAT,Waters Corporation,reports,Health Care,Health Care Distributors,"Milford, Massachusetts",22.076578,20.189274,27.763086719999997,17.962901632142856
WBA,Walgreens Boots Alliance,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",16.253511,17.460915,27.763086719999997,17.962901632142856
WDC,Western Digital,reports,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",16.304857,16.656826,27.763086719999997,17.962901632142856
WEC,WEC Energy Group,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",15.336662,15.545799,27.763086719999997,17.962901632142856
WELL,Welltower,reports,Real Estate,Health Care REITs,"Toledo, Ohio",0,16.511627,27.763086719999997,17.962901632142856
WFC,Wells Fargo,reports,Financials,Diversified Banks,"San Francisco, California",22.511002,20.310173,27.763086719999997,17.962901632142856
WHR,Whirlpool Corporation,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",21.57126,16.209534,27.763086719999997,17.962901632142856
WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,"London, England",19.710691,17.656338,27.763086719999997,17.962901632142856
WM,Waste Management,reports,Industrials,Environmental & Facilities Services,"Houston, Texas",26.010643,11.908687,27.763086719999997,17.962901632142856
WMB,Williams Companies,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",14.679903,13.934616,27.763086719999997,17.962901632142856
WMT,Walmart,reports,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",12.725562,16.096825,27.763086719999997,17.962901632142856
WRB,W. R. Berkley Corporation,reports,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",0,13.739521,27.763086719999997,17.962901632142856
WRK,WestRock,reports,Materials,Paper Packaging,"Atlanta, Georgia",0,17.724138,27.763086719999997,17.962901632142856
WST,West Pharmaceutical Services,reports,Health Care,Health Care Supplies,"Exton, Pennsylvania",64.3081,17.468084,27.763086719999997,17.962901632142856
WU,Western Union,reports,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",32.672,6.9931507,27.763086719999997,17.962901632142856
WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,"Seattle, Washington",20.199667,19.836601,27.763086719999997,17.962901632142856
WYNN,Wynn Resorts,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",43.205914,37.095226,27.763086719999997,17.962901632142856
XEL,Xcel Energy,reports,Utilities,Multi-Utilities,"Minneapolis, Minnesota",75.71429,17.752428,27.763086719999997,17.962901632142856
XLNX,Xilinx,reports,Information Technology,Semiconductors,"San Jose, California",15.007605,14.415509,27.763086719999997,17.962901632142856
XOM,ExxonMobil,reports,Energy,Integrated Oil & Gas,"Irving, Texas",9.862807,8.724515,20.526891708196725,16.406940241935484
XRAY,Dentsply Sirona,reports,Health Care,Health Care Supplies,"Charlotte, North Carolina",30.91917,11.255149,20.526891708196725,16.406940241935484
XYL,Xylem,reports,Industrials,Industrial Machinery,"White Plains, New York",17.706823,16.709255,27.763086719999997,17.962901632142856
YUM,Yum! Brands,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",9.675113,14.942421,27.763086719999997,17.962901632142856
ZBH,Zimmer Biomet,reports,Health Care,Health Care Equipment,"Warsaw, Indiana",23.095434,20.667883,27.763086719999997,17.962901632142856
ZBRA,Zebra Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",37.75356,29.17949,27.763086719999997,17.962901632142856
ZION,Zions Bancorp,reports,Financials,Regional Banks,"Salt Lake City, Utah",22.474173,20.79254,27.763086719999997,17.962901632142856
ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Parsippany, New Jersey",19.310768,17.931429,27.763086719999997,17.962901632142856
